decl,decl_fanout,qid_index,qid,qid_label,qid_status,qid_importance,is_primary_decl_of_qid,qid_other_decls,wikipedia_url,wikidata_url,mathlib_doc_url,decision,notes
ConnectedSpace,2,1/2,Q1491995,Connected space,formalized,High,TRUE,"IsConnected, IsPreconnected, PreconnectedSpace",https://en.wikipedia.org/wiki/Connected_space,https://www.wikidata.org/wiki/Q1491995,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ConnectedSpace,,
ConnectedSpace,2,2/2,Q621550,General topology,formalized,Top,FALSE,"CompactSpace, Continuous, IsOpen, TopologicalSpace",https://en.wikipedia.org/wiki/General_topology,https://www.wikidata.org/wiki/Q621550,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ConnectedSpace,,
ContFract,2,1/2,Q206816,Simple continued fraction,formalized,High,FALSE,"GenContFract, GenContFract.IsSimpContFract, GenContFract.of, SimpContFract",https://en.wikipedia.org/wiki/Simple_continued_fraction,https://www.wikidata.org/wiki/Q206816,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContFract,,
ContFract,2,2/2,Q4115724,Continued fraction,formalized,Mid,FALSE,"GenContFract, GenContFract.Terminates, GenContFract.convs, SimpContFract",https://en.wikipedia.org/wiki/Continued_fraction,https://www.wikidata.org/wiki/Q4115724,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContFract,,
ContMDiffRiemannianMetric,2,1/2,Q2502381,Differential geometry of surfaces,formalized,High,FALSE,"IsRiemannianManifold, RiemannianBundle, RiemannianMetric",https://en.wikipedia.org/wiki/Differential_geometry_of_surfaces,https://www.wikidata.org/wiki/Q2502381,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContMDiffRiemannianMetric,,
ContMDiffRiemannianMetric,2,2/2,Q632814,Riemannian manifold,formalized,High,FALSE,"IsRiemannianManifold, RiemannianBundle, RiemannianMetric, riemannianMetricVectorSpace",https://en.wikipedia.org/wiki/Riemannian_manifold,https://www.wikidata.org/wiki/Q632814,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContMDiffRiemannianMetric,,
ContinuousMap.Homotopy,2,1/2,Q212803,Algebraic topology,formalized,Top,FALSE,"AlgebraicTopology.singularChainComplexFunctor, ContinuousMap.HomotopyEquiv, FundamentalGroup, FundamentalGroupoid",https://en.wikipedia.org/wiki/Algebraic_topology,https://www.wikidata.org/wiki/Q212803,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContinuousMap.Homotopy,,
ContinuousMap.Homotopy,2,2/2,Q746083,Homotopy,formalized,Top,TRUE,"ContinuousMap.Homotopic, ContinuousMap.HomotopicRel, ContinuousMap.HomotopyLike, ContinuousMap.HomotopyWith",https://en.wikipedia.org/wiki/Homotopy,https://www.wikidata.org/wiki/Q746083,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContinuousMap.Homotopy,,
ContractingWith.fixedPoint,2,1/2,Q1422068,Fixed-point theorem,formalized,High,FALSE,"ContractingWith.fixedPoint_isFixedPt, Function.IsFixedPt, Function.fixedPoints, OrderHom.fixedPoints.completeLattice",https://en.wikipedia.org/wiki/Fixed-point_theorem,https://www.wikidata.org/wiki/Q1422068,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContractingWith.fixedPoint,,
ContractingWith.fixedPoint,2,2/2,Q220680,Banach fixed-point theorem,formalized,High,FALSE,"ContractingWith, ContractingWith.exists_fixedPoint, ContractingWith.fixedPoint_isFixedPt, ContractingWith.fixedPoint_unique",https://en.wikipedia.org/wiki/Banach_fixed-point_theorem,https://www.wikidata.org/wiki/Q220680,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContractingWith.fixedPoint,,
ContractingWith.fixedPoint_isFixedPt,2,1/2,Q1422068,Fixed-point theorem,formalized,High,FALSE,"ContractingWith.fixedPoint, Function.IsFixedPt, Function.fixedPoints, OrderHom.fixedPoints.completeLattice",https://en.wikipedia.org/wiki/Fixed-point_theorem,https://www.wikidata.org/wiki/Q1422068,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContractingWith.fixedPoint_isFixedPt,,
ContractingWith.fixedPoint_isFixedPt,2,2/2,Q220680,Banach fixed-point theorem,formalized,High,FALSE,"ContractingWith, ContractingWith.exists_fixedPoint, ContractingWith.fixedPoint, ContractingWith.fixedPoint_unique",https://en.wikipedia.org/wiki/Banach_fixed-point_theorem,https://www.wikidata.org/wiki/Q220680,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=ContractingWith.fixedPoint_isFixedPt,,
CovariantDerivative.difference,2,1/2,Q2287715,Covariant derivative,formalized,Mid,FALSE,"ContMDiffCovariantDerivative, ContMDiffCovariantDerivativeOn, CovariantDerivative, IsCovariantDerivativeOn",https://en.wikipedia.org/wiki/Covariant_derivative,https://www.wikidata.org/wiki/Q2287715,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CovariantDerivative.difference,,
CovariantDerivative.difference,2,2/2,Q31924,Connection (mathematics),formalized,Mid,FALSE,"ContMDiffCovariantDerivative, CovariantDerivative, CovariantDerivative.torsion, IsCovariantDerivativeOn",https://en.wikipedia.org/wiki/Connection_mathematics,https://www.wikidata.org/wiki/Q31924,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CovariantDerivative.difference,,
CovariantDerivative.torsion,2,1/2,Q1371213,Affine connection,formalized,Mid,FALSE,"ContMDiffCovariantDerivative, CovariantDerivative, CovariantDerivative.addOneForm, IsCovariantDerivativeOn",https://en.wikipedia.org/wiki/Affine_connection,https://www.wikidata.org/wiki/Q1371213,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CovariantDerivative.torsion,,
CovariantDerivative.torsion,2,2/2,Q31924,Connection (mathematics),formalized,Mid,FALSE,"ContMDiffCovariantDerivative, CovariantDerivative, CovariantDerivative.difference, IsCovariantDerivativeOn",https://en.wikipedia.org/wiki/Connection_mathematics,https://www.wikidata.org/wiki/Q31924,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CovariantDerivative.torsion,,
CoxeterMatrix.B,2,1/2,Q12142,Tesseract,formalized,High,TRUE,,https://en.wikipedia.org/wiki/Tesseract,https://www.wikidata.org/wiki/Q12142,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CoxeterMatrix.B,,
CoxeterMatrix.B,2,2/2,Q812880,Cube,formalized,High,FALSE,Cube.boundary,https://en.wikipedia.org/wiki/Cube,https://www.wikidata.org/wiki/Q812880,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CoxeterMatrix.B,,
Cubic.discr,2,1/2,Q192487,Discriminant,formalized,High,FALSE,"Algebra.discr, NumberField.discr, QuadraticMap.discr, discrim",https://en.wikipedia.org/wiki/Discriminant,https://www.wikidata.org/wiki/Q192487,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cubic.discr,,
Cubic.discr,2,2/2,Q203565,Cubic equation,formalized,Mid,FALSE,"Cubic, Cubic.discr_ne_zero_iff_roots_nodup, Cubic.roots, Cubic.toPoly",https://en.wikipedia.org/wiki/Cubic_equation,https://www.wikidata.org/wiki/Q203565,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cubic.discr,,
Delone.DeloneSet,2,1/2,Q214856,Tessellation,formalized,High,FALSE,"DiscreteTiling.PlacedTile, DiscreteTiling.Protoset, DiscreteTiling.Prototile",https://en.wikipedia.org/wiki/Tessellation,https://www.wikidata.org/wiki/Q214856,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Delone.DeloneSet,,
Delone.DeloneSet,2,2/2,Q263214,Quasicrystal,formalized,Mid,TRUE,"DiscreteTiling.PlacedTile, DiscreteTiling.Protoset, DiscreteTiling.Prototile",https://en.wikipedia.org/wiki/Quasicrystal,https://www.wikidata.org/wiki/Q263214,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Delone.DeloneSet,,
Derivation,2,1/2,Q1058681,Differential operator,formalized,High,FALSE,"deriv, fderiv, iteratedDeriv, Δ",https://en.wikipedia.org/wiki/Differential_operator,https://www.wikidata.org/wiki/Q1058681,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Derivation,,
Derivation,2,2/2,Q2997772,Differential algebra,formalized,High,FALSE,"Differential, Differential.ContainConstants, Differential.logDeriv, DifferentialAlgebra",https://en.wikipedia.org/wiki/Differential_algebra,https://www.wikidata.org/wiki/Q2997772,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Derivation,,
Differentiable.apply_eq_apply_of_bounded,2,1/2,Q576478,Liouville's theorem (complex analysis),formalized,High,TRUE,"Complex.liouville_theorem_aux, Differentiable.eq_const_of_tendsto_cocompact, Differentiable.exists_const_forall_eq_of_bounded, Differentiable.exists_eq_const_of_bounded",https://en.wikipedia.org/wiki/Liouvilles_theorem_complex_analysis,https://www.wikidata.org/wiki/Q576478,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable.apply_eq_apply_of_bounded,,
Differentiable.apply_eq_apply_of_bounded,2,2/2,Q847600,Entire function,formalized,High,FALSE,"Complex.taylorSeries_eq_of_entire, Differentiable, Differentiable.exists_eq_const_of_bounded",https://en.wikipedia.org/wiki/Entire_function,https://www.wikidata.org/wiki/Q847600,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable.apply_eq_apply_of_bounded,,
Differentiable.exists_eq_const_of_bounded,2,1/2,Q576478,Liouville's theorem (complex analysis),formalized,High,FALSE,"Complex.liouville_theorem_aux, Differentiable.apply_eq_apply_of_bounded, Differentiable.eq_const_of_tendsto_cocompact, Differentiable.exists_const_forall_eq_of_bounded",https://en.wikipedia.org/wiki/Liouvilles_theorem_complex_analysis,https://www.wikidata.org/wiki/Q576478,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable.exists_eq_const_of_bounded,,
Differentiable.exists_eq_const_of_bounded,2,2/2,Q847600,Entire function,formalized,High,FALSE,"Complex.taylorSeries_eq_of_entire, Differentiable, Differentiable.apply_eq_apply_of_bounded",https://en.wikipedia.org/wiki/Entire_function,https://www.wikidata.org/wiki/Q847600,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Differentiable.exists_eq_const_of_bounded,,
DifferentiableAt,2,1/2,Q29175,Derivative,formalized,Top,FALSE,"HasDerivAt, HasFDerivAt, deriv, fderiv",https://en.wikipedia.org/wiki/Derivative,https://www.wikidata.org/wiki/Q29175,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableAt,,
DifferentiableAt,2,2/2,Q636889,Derivative (multivariable calculus),formalized,Mid,FALSE,"Differentiable, HasFDerivAt, HasFDerivAtFilter, fderiv",https://en.wikipedia.org/wiki/Derivative_multivariable_calculus,https://www.wikidata.org/wiki/Q636889,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableAt,,
DifferentiableAt.conformalAt,2,1/2,Q5535485,Geometric function theory,formalized,High,FALSE,"AnalyticOnNhd.is_constant_or_isOpenMap, Complex.dist_le_dist_of_mapsTo_ball, IsConformalMap",https://en.wikipedia.org/wiki/Geometric_function_theory,https://www.wikidata.org/wiki/Q5535485,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableAt.conformalAt,,
DifferentiableAt.conformalAt,2,2/2,Q622741,Cauchy–Riemann equations,formalized,High,FALSE,"ContinuousLinearMap.complexOfReal, complexOfReal_fderiv, differentiableAt_complex_iff_differentiableAt_real, differentiableWithinAt_complex_iff_differentiableWithinAt_real",https://en.wikipedia.org/wiki/Cauchy-Riemann_equations,https://www.wikidata.org/wiki/Q622741,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableAt.conformalAt,,
DifferentiableOn,2,1/2,Q111954994,Calculus on Euclidean space,formalized,High,FALSE,"Differentiable, EuclideanSpace, HasFDerivAt, fderiv",https://en.wikipedia.org/wiki/Calculus_on_Euclidean_space,https://www.wikidata.org/wiki/Q111954994,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableOn,,
DifferentiableOn,2,2/2,Q193756,Complex analysis,formalized,High,FALSE,"AnalyticAt, AnalyticOnNhd, DifferentiableOn.analyticOnNhd, analyticOnNhd_iff_differentiableOn",https://en.wikipedia.org/wiki/Complex_analysis,https://www.wikidata.org/wiki/Q193756,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DifferentiableOn,,
Digraph,2,1/2,Q1192971,Network theory,formalized,High,FALSE,"Graph, Quiver, SimpleGraph",https://en.wikipedia.org/wiki/Network_theory,https://www.wikidata.org/wiki/Q1192971,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Digraph,,
Digraph,2,2/2,Q141488,Graph (discrete mathematics),formalized,Top,FALSE,"Quiver, SimpleGraph",https://en.wikipedia.org/wiki/Graph_discrete_mathematics,https://www.wikidata.org/wiki/Q141488,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Digraph,,
DirichletCharacter,2,1/2,Q1063579,Dirichlet character,formalized,High,TRUE,"DirichletCharacter.FactorsThrough, DirichletCharacter.IsPrimitive, DirichletCharacter.changeLevel, DirichletCharacter.conductor",https://en.wikipedia.org/wiki/Dirichlet_character,https://www.wikidata.org/wiki/Q1063579,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter,,
DirichletCharacter,2,2/2,Q10843274,Analytic number theory,formalized,Top,FALSE,"DirichletCharacter.LFunction, LSeries, Nat.infinite_setOf_prime_and_eq_mod, riemannZeta",https://en.wikipedia.org/wiki/Analytic_number_theory,https://www.wikidata.org/wiki/Q10843274,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter,,
Dist,2,1/2,Q126017,Distance,formalized,High,TRUE,"EDist, MetricSpace, PseudoMetricSpace",https://en.wikipedia.org/wiki/Distance,https://www.wikidata.org/wiki/Q126017,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Dist,,
Dist,2,2/2,Q180953,Metric space,formalized,Top,FALSE,"EMetricSpace, MetricSpace, PseudoMetricSpace, dist_triangle",https://en.wikipedia.org/wiki/Metric_space,https://www.wikidata.org/wiki/Q180953,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Dist,,
DistribLattice,2,1/2,Q187959,Distributive property,formalized,High,FALSE,"Distrib, LeftDistribClass, RightDistribClass, left_distrib",https://en.wikipedia.org/wiki/Distributive_property,https://www.wikidata.org/wiki/Q187959,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DistribLattice,,
DistribLattice,2,2/2,Q595364,Lattice (order),formalized,High,FALSE,"CompleteLattice, Lattice, SemilatticeInf, SemilatticeSup",https://en.wikipedia.org/wiki/Lattice_order,https://www.wikidata.org/wiki/Q595364,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DistribLattice,,
Distribution.delta,2,1/2,Q209675,Dirac delta function,formalized,High,TRUE,"MeasureTheory.Measure.dirac, MeasureTheory.OuterMeasure.dirac, TemperedDistribution.delta, TemperedDistribution.toTemperedDistribution_dirac_eq_delta",https://en.wikipedia.org/wiki/Dirac_delta_function,https://www.wikidata.org/wiki/Q209675,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Distribution.delta,,
Distribution.delta,2,2/2,Q865811,Distribution (mathematical analysis),formalized,High,FALSE,"Distribution, SchwartzMap, TemperedDistribution, TestFunction",https://en.wikipedia.org/wiki/Distribution_mathematical_analysis,https://www.wikidata.org/wiki/Q865811,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Distribution.delta,,
DivisionRing,2,1/2,Q1226939,Division (mathematics),formalized,Top,FALSE,"DivInvMonoid, EuclideanDomain, Field, GroupWithZero",https://en.wikipedia.org/wiki/Division_mathematics,https://www.wikidata.org/wiki/Q1226939,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DivisionRing,,
DivisionRing,2,2/2,Q190109,Field (mathematics),formalized,Top,FALSE,"Field, Field.toSemifield, Semifield",https://en.wikipedia.org/wiki/Field_mathematics,https://www.wikidata.org/wiki/Q190109,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DivisionRing,,
DualNumber,2,1/2,Q5310237,Dual quaternion,formalized,Mid,FALSE,"Quaternion, Quaternion.dualNumberEquiv",https://en.wikipedia.org/wiki/Dual_quaternion,https://www.wikidata.org/wiki/Q5310237,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DualNumber,,
DualNumber,2,2/2,Q837414,Hypercomplex number,formalized,Mid,FALSE,"Algebra, Quaternion, QuaternionAlgebra",https://en.wikipedia.org/wiki/Hypercomplex_number,https://www.wikidata.org/wiki/Q837414,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DualNumber,,
Equiv.Perm.permGroup,2,1/2,Q1412905,Permutation group,formalized,High,FALSE,"Equiv.Perm, Equiv.Perm.subgroupOfMulAction",https://en.wikipedia.org/wiki/Permutation_group,https://www.wikidata.org/wiki/Q1412905,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm.permGroup,,
Equiv.Perm.permGroup,2,2/2,Q849512,Symmetric group,formalized,High,FALSE,"Equiv.Perm, Fintype.card_perm, Nat.card_perm",https://en.wikipedia.org/wiki/Symmetric_group,https://www.wikidata.org/wiki/Q849512,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm.permGroup,,
EuclideanDomain.gcd,2,1/2,Q131752,Greatest common divisor,formalized,High,FALSE,"Finset.gcd, GCDMonoid, GCDMonoid.gcd, Int.gcd_eq_gcd_ab",https://en.wikipedia.org/wiki/Greatest_common_divisor,https://www.wikidata.org/wiki/Q131752,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain.gcd,,
EuclideanDomain.gcd,2,2/2,Q230848,Euclidean algorithm,formalized,Top,TRUE,"EuclideanDomain, EuclideanDomain.gcd_eq_gcd_ab, EuclideanDomain.xgcd, Nat.xgcd",https://en.wikipedia.org/wiki/Euclidean_algorithm,https://www.wikidata.org/wiki/Q230848,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain.gcd,,
EuclideanGeometry,2,1/2,Q134787,Analytic geometry,formalized,Top,FALSE,"AffineSpace, EuclideanSpace, EuclideanSpace.proj",https://en.wikipedia.org/wiki/Analytic_geometry,https://www.wikidata.org/wiki/Q134787,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanGeometry,,
EuclideanGeometry,2,2/2,Q162886,Euclidean geometry,formalized,Top,FALSE,EuclideanSpace,https://en.wikipedia.org/wiki/Euclidean_geometry,https://www.wikidata.org/wiki/Q162886,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanGeometry,,
EuclideanSpace.equiv,2,1/2,Q17295,Euclidean space,formalized,Top,FALSE,"EuclideanSpace, EuclideanSpace.finAddEquivProd",https://en.wikipedia.org/wiki/Euclidean_space,https://www.wikidata.org/wiki/Q17295,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.equiv,,
EuclideanSpace.equiv,2,2/2,Q62912,Cartesian coordinate system,formalized,Top,FALSE,"AffineBasis, Basis, EuclideanSpace, OrthonormalBasis",https://en.wikipedia.org/wiki/Cartesian_coordinate_system,https://www.wikidata.org/wiki/Q62912,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.equiv,,
EuclideanSpace.finAddEquivProd,2,1/2,Q17295,Euclidean space,formalized,Top,FALSE,"EuclideanSpace, EuclideanSpace.equiv",https://en.wikipedia.org/wiki/Euclidean_space,https://www.wikidata.org/wiki/Q17295,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.finAddEquivProd,,
EuclideanSpace.finAddEquivProd,2,2/2,Q238125,Four-dimensional space,formalized,High,FALSE,"EuclideanSpace, finrank_euclideanSpace_fin",https://en.wikipedia.org/wiki/Four-dimensional_space,https://www.wikidata.org/wiki/Q238125,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.finAddEquivProd,,
EuclideanSpace.proj,2,1/2,Q134787,Analytic geometry,formalized,Top,FALSE,"AffineSpace, EuclideanGeometry, EuclideanSpace",https://en.wikipedia.org/wiki/Analytic_geometry,https://www.wikidata.org/wiki/Q134787,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.proj,,
EuclideanSpace.proj,2,2/2,Q44528,Euclidean vector,formalized,Top,FALSE,"EuclideanSpace, EuclideanSpace.single, InnerProductSpace",https://en.wikipedia.org/wiki/Euclidean_vector,https://www.wikidata.org/wiki/Q44528,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanSpace.proj,,
FiberBundle,2,1/2,Q1154996,Fiber bundle,formalized,High,TRUE,"FiberBundleCore, Trivialization",https://en.wikipedia.org/wiki/Fiber_bundle,https://www.wikidata.org/wiki/Q1154996,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FiberBundle,,
FiberBundle,2,2/2,Q658429,Vector bundle,formalized,High,FALSE,"VectorBundle, VectorBundleCore, VectorPrebundle, tangentBundleCore",https://en.wikipedia.org/wiki/Vector_bundle,https://www.wikidata.org/wiki/Q658429,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FiberBundle,,
Filter.atTop,2,1/2,Q177239,Limit (mathematics),formalized,Top,FALSE,"Filter, Filter.Tendsto, Filter.lim, Filter.limUnder",https://en.wikipedia.org/wiki/Limit_mathematics,https://www.wikidata.org/wiki/Q177239,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.atTop,,
Filter.atTop,2,2/2,Q847204,Limit of a sequence,formalized,High,FALSE,"CauchySeq, Filter.Tendsto, Filter.lim, Filter.limUnder",https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://www.wikidata.org/wiki/Q847204,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.atTop,,
Filter.lim,2,1/2,Q177239,Limit (mathematics),formalized,Top,FALSE,"Filter, Filter.Tendsto, Filter.atTop, Filter.limUnder",https://en.wikipedia.org/wiki/Limit_mathematics,https://www.wikidata.org/wiki/Q177239,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.lim,,
Filter.lim,2,2/2,Q847204,Limit of a sequence,formalized,High,FALSE,"CauchySeq, Filter.Tendsto, Filter.atTop, Filter.limUnder",https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://www.wikidata.org/wiki/Q847204,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.lim,,
Filter.limUnder,2,1/2,Q177239,Limit (mathematics),formalized,Top,FALSE,"Filter, Filter.Tendsto, Filter.atTop, Filter.lim",https://en.wikipedia.org/wiki/Limit_mathematics,https://www.wikidata.org/wiki/Q177239,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.limUnder,,
Filter.limUnder,2,2/2,Q847204,Limit of a sequence,formalized,High,FALSE,"CauchySeq, Filter.Tendsto, Filter.atTop, Filter.lim",https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://www.wikidata.org/wiki/Q847204,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Filter.limUnder,,
Finset.centroid,2,1/2,Q2796622,Mean,formalized,High,FALSE,"MeasureTheory.average, MeasureTheory.laverage, Real.inner_le_nnreal_iff",https://en.wikipedia.org/wiki/Mean,https://www.wikidata.org/wiki/Q2796622,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Finset.centroid,,
Finset.centroid,2,2/2,Q511093,Centroid,formalized,High,TRUE,"Affine.Simplex.centroid, Finset.centroidWeights, Finset.centroid_mem_affineSpan_of_nonempty",https://en.wikipedia.org/wiki/Centroid,https://www.wikidata.org/wiki/Q511093,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Finset.centroid,,
FirstOrder.Language.BoundedFormula,2,1/2,Q4055684,First-order logic,formalized,Top,FALSE,"FirstOrder.Language, FirstOrder.Language.Formula, FirstOrder.Language.Structure, FirstOrder.Language.Term",https://en.wikipedia.org/wiki/First-order_logic,https://www.wikidata.org/wiki/Q4055684,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.BoundedFormula,,
FirstOrder.Language.BoundedFormula,2,2/2,Q8078,Logic,formalized,Top,FALSE,"FirstOrder.Language, FirstOrder.Language.Formula, FirstOrder.Language.Theory, FirstOrder.Language.Theory.ModelsBoundedFormula",https://en.wikipedia.org/wiki/Logic,https://www.wikidata.org/wiki/Q8078,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.BoundedFormula,,
FirstOrder.Language.Formula,2,1/2,Q4055684,First-order logic,formalized,Top,FALSE,"FirstOrder.Language, FirstOrder.Language.BoundedFormula, FirstOrder.Language.Structure, FirstOrder.Language.Term",https://en.wikipedia.org/wiki/First-order_logic,https://www.wikidata.org/wiki/Q4055684,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Formula,,
FirstOrder.Language.Formula,2,2/2,Q8078,Logic,formalized,Top,FALSE,"FirstOrder.Language, FirstOrder.Language.BoundedFormula, FirstOrder.Language.Theory, FirstOrder.Language.Theory.ModelsBoundedFormula",https://en.wikipedia.org/wiki/Logic,https://www.wikidata.org/wiki/Q8078,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Formula,,
FirstOrder.Language.Theory,2,1/2,Q467606,Model theory,formalized,High,FALSE,"FirstOrder.Language, FirstOrder.Language.ElementarilyEquivalent, FirstOrder.Language.Structure, FirstOrder.Language.Theory.Model",https://en.wikipedia.org/wiki/Model_theory,https://www.wikidata.org/wiki/Q467606,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Theory,,
FirstOrder.Language.Theory,2,2/2,Q8078,Logic,formalized,Top,FALSE,"FirstOrder.Language, FirstOrder.Language.BoundedFormula, FirstOrder.Language.Formula, FirstOrder.Language.Theory.ModelsBoundedFormula",https://en.wikipedia.org/wiki/Logic,https://www.wikidata.org/wiki/Q8078,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Theory,,
FirstOrder.Language.Theory.Model,2,1/2,Q1851710,Structure (mathematical logic),formalized,High,FALSE,"FirstOrder.Language, FirstOrder.Language.Hom, FirstOrder.Language.Structure, FirstOrder.Language.Theory.ModelType",https://en.wikipedia.org/wiki/Structure_mathematical_logic,https://www.wikidata.org/wiki/Q1851710,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Theory.Model,,
FirstOrder.Language.Theory.Model,2,2/2,Q467606,Model theory,formalized,High,TRUE,"FirstOrder.Language, FirstOrder.Language.ElementarilyEquivalent, FirstOrder.Language.Structure, FirstOrder.Language.Theory",https://en.wikipedia.org/wiki/Model_theory,https://www.wikidata.org/wiki/Q467606,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language.Theory.Model,,
Flow,2,1/2,Q3174497,Dynamical systems theory,formalized,High,TRUE,"IsInvariant, IsPeriodicPt, fixedPoints, omegaLimit",https://en.wikipedia.org/wiki/Dynamical_systems_theory,https://www.wikidata.org/wiki/Q3174497,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Flow,,
Flow,2,2/2,Q638328,Dynamical system,formalized,Top,TRUE,"Flow.fromIter, Flow.orbit, IsInvariant",https://en.wikipedia.org/wiki/Dynamical_system,https://www.wikidata.org/wiki/Q638328,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Flow,,
FourierTransform,2,1/2,Q1225362,Position and momentum spaces,formalized,High,FALSE,"PontryaginDual, fourierIntegral",https://en.wikipedia.org/wiki/Position_and_momentum_spaces,https://www.wikidata.org/wiki/Q1225362,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FourierTransform,,
